"IDRSSD"	RCON9224	RCON9999	RSSD9017	RSSD9050	RSSD9130	RSSD9200	RSSD9220	
	ID_LEI	MICR9999REPORT DATE	NM_LGL	ID_FDIC_CERT	CITY	STATE_ABBR_NM	ZIP CODE	
649874		20190331	Royal Savings Bank	28068	Chicago	IL	60617	
651121		20190331	Lumbee Guaranty Bank	20568	Pembroke	NC	28372	
651149		20190331	State Bank	16151	Spencer	IA	51301	
651158		20190331	NORTHEAST MISSOURI STATE BANK	13381	KIRKSVILLE	MO	63501	
651354		20190331	KAW VALLEY STATE BANK	13413	EUDORA	KS	66025	
651448		20190331	JPMorgan Chase Bank, Dearborn	21761	Dearborn	MI	48126	
651457		20190331	FIRST SECURITY BANK	20646	MALTA	MT	595380730	
651541		20190331	Iowa State Bank And Trust Company	14413	Fairfield	IA	52556	
651756		20190331	Bank of Denver	17244	Denver	CO	80218	
651859	549300FVJ3IB88LTR841	20190331	Stockman Bank Of Montana	16191	Miles City	MT	59301	
651952		20190331	The First National Bank Of Eagle Lake	3179	Eagle Lake	TX	77434	
652043		20190331	Freedombank	11767	Elkader	IA	52043	
652070		20190331	Highland Federal Savings and Loan Association	31232	Crossville	TN	38555	
652874	549300NWBS6MQJX15N44	20190331	NexBank, SSB	29209	Dallas	TX	75240	
652959		20190331	Farmers State Bank	15853	Fairview	KS	66425	
652977	5493001HBW8F635CC420	20190331	Foxboro Federal Savings	27918	Foxborough	MA	02035	
653134	549300IB375I8TZ2FA87	20190331	FARMERS-MERCHANTS BANK & TRUST CO	9327	BREAUX BRIDGE	LA	70517	
653433		20190331	Farmers State Bank of Western Illinois	11680	Alpha	IL	61413	
653611	549300P7T76AWIP6QL35	20190331	Jonestown Bank and Trust	10677	Jonestown	PA	17038	
653648	254900M4B0023V82HA40	20190331	First American Bank	14808	Fort Dodge	IA	50501	
653778		20190331	Harrison Building & Loan Association	28080	Harrison	OH	45030	
653947		20190331	Home State Bank	14867	Jefferson	IA	50129	
654047		20190331	First State Bank Of Decatur	12893	Decatur	MI	49045	
654252		20190331	POINTS WEST COMMUNITY BANK	25127	SIDNEY	NE	69162	
654300		20190331	Washington Savings Bank	90229	Lowell	MA	01851	
654579		20190331	Peoples Community Bank SB of Monticello, IN	30065	Monticello	IN	47960	
655530		20190331	ANCHOR STATE BANK	11681	ANCHOR	IL	61720	
655660	549300NUL8P98XDLUL67	20190331	Texas First State Bank	15300	Waco	TX	76710	
655839	254900FG1PR8UNV77C36	20190331	CCB COMMUNITY BANK	16595	ANDALUSIA	AL	36420	
656032		20190331	THE FIRST NATIONAL BANK IN AMBOY	14674	AMBOY	IL	61310	
656247		20190331	Farmers Savings Bank	25668	Frederika	IA	50631	
656377	D38AC76TAMYI50NBPX33	20190331	Washington Federal	28088	Seattle	WA	98101	
656470	549300IQGEUYRQBJC007	20190331	STATE BANK OF SOUTHERN UTAH	17964	CEDAR CITY	UT	847210340	
656658		20190331	Texas Financial Bank	26738	Eden	TX	76837	
656733	YJMYTIGWK1HM7EQ06C15	20190331	MB Financial Bank NA	3628	Chicago	IL	60607	
656779		20190331	Union Federal Savings And Loan Association	27767	Kewanee	IL	61443	
657178		20190331	Schuyler Savings Bank	30072	Kearny	NJ	07032	
657271		20190331	Gate City Bank	27774	Fargo	ND	58102	
657365		20190331	Hanmi Bank	24170	LOS ANGELES	CA	90010	
657459		20190331	Midwest BankCentre	1058	St. LOUIS	MO	63125	
657758		20190331	Citizens Bank & Trust Company	1972	Big Timber	MT	59011	
657954		20190331	The Tri-County Bank	16339	Stuart	NE	68780	
658072		20190331	County Savings Bank	29231	Essington	PA	19029	
658474	549300QV6YJK6ZDZPV54	20190331	Collinsville Building and Loan Association	28103	Collinsville	IL	62234	
658924		20190331	Farmers and Miners Bank	22888	Pennington Gap	VA	24277	
659341		20190331	Bank of Hillsboro, N.A.	16276	Hillsboro	IL	62049	
659453		20190331	The Citizens State Bank Of Finley	16187	Finley	ND	58230	
659556		20190331	United State Bank	12214	Lewistown	MO	634520008	
659640		20190331	Bank of Benoit	15817	Benoit	MS	38725	
659734		20190331	Arcola First Bank	3598	Arcola	IL	61910	
659855	549300RFSMIRUODUVW59	20190331	First Interstate Bank	1105	Billings	MT	59116	
660066		20190331	Peoples State Bank	15939	Rocksprings	TX	78880	
660253	254900HWJXFZVFUU8M81	20190331	State Bank of Table Rock	09822	Table Rock	NE	68447	
660271		20190331	First Robinson Savings Bank, National Association	28105	Robinson	IL	62454	
660570	254900U38QOOLJB8FS91	20190331	Coatesville Savings Bank	30085	Coatesville	PA	19320	
660655	VEQ70DCTAI4TBBHPYI39	20190331	American National Bank	19300	Omaha	NE	68114	
660879		20190331	Angelina Savings Bank, Ssb	32018	Lufkin	TX	75901	
660927		20190331	HARFORD BANK	19101	ABERDEEN	MD	21001	
661072		20190331	Mercer Savings Bank	30084	Celina	OH	45822	
661157		20190331	Bank of Orchard	16905	Orchard	NE	68764	
661223		20190331	LEE BANK & TRUST COMPANY	11582	PENNINGTON GAP	VA	24277	
661308		20190331	Amalgamated Bank	622	New York	NY	10001	
661474		20190331	Woodruff Federal Savings And Loan Association	29238	Woodruff	SC	29388	
661858		20190331	Oak Creek Valley Bank	08355	Valparaiso	NE	68065	
662350		20190331	Wahoo State Bank	1163	Wahoo	NE	68066	
662369	5493003HTEY5OCC5SP27	20190331	Bank of the Sierra	22597	Porterville	CA	93258	
662949	254900F6O4NCRVOV3J04	20190331	Iowa State Bank	15808	Des Moines	IA	503091934	
663058	549300R9B3X06XL9UX62	20190331	Rocky Mountain Bank	20310	Billings	MT	59102	
663245		20190331	Simmons Bank	3890	PINE BLUFF	AR	71611	
663450		20190331	Bank Of Louisiana	8885	Louisiana	MO	63353	
663638		20190331	The Gerber State Bank	00899	Argenta	IL	62501	
663647	2549001Z9LKB35FX7237	20190331	Mcfarland State Bank	2476	Mc Farland	WI	53558	
663656		20190331	Small Business Bank	25744	Lenexa	KS	66215	
663834	549300D4L76B477GHY32	20190331	Ocean Bank	24156	Miami	FL	33126	
663955	549300S8PW45KP1BXG51	20190331	Horizon Bank	14327	Waverly	NE	68462	
664176		20190331	William Penn Bank	27799	Levittown	PA	19057	
664206		20190331	The Cape Cod Five Cents Savings Bank	23287	Harwich Port	MA	02646	
664653		20190331	Native American Bank, National Association	27026	Denver	CO	80202	
664756	549300D003QRZFSQ4N43	20190331	Prosperity Bank	16835	El Campo	TX	77437	
665146	549300C1FRYGOIEXG035	20190331	Kerndt Brothers Savings Bank	8761	Lansing	IA	52151	
665258		20190331	THE FIRST NATIONAL BANK OF ELDORADO	3184	ELDORADO	TX	76936	
665865	549300SD5OZMLCCZ6H34	20190331	Round Top State Bank	19358	Round Top	TX	78954	
666059		20190331	M1 BANK	9797	MACKS CREEK	MO	65786	
666358		20190331	First Citizens Bank of Butte	22502	Butte	MT	59702	
666554		20190331	Heritage Bank	17145	Wood River	NE	68883	
666844		20190331	Vermilion Valley Bank	11667	Piper City	IL	60959	
666974	549300SICEH17XJOAN86	20190331	Fairfield Federal Savings and Loan Association of Lancaster	27806	Lancaster	OH	43130	
667029		20190331	Union Bank Inc.	16620	Middlebourne	WV	26175	
667252		20190331	Stockmens Bank	00358	Cascade	MT	59421	
667346		20190331	Philo Exchange Bank	05722	Philo	IL	61864	
667524		20190331	The Bank Of Charlotte County	14491	Phenix	VA	23959	
667551		20190331	Lincoln State Bank	8390	Hankinson	ND	58041	
667757	D8RBTOL3JO2Q6IEO0F34	20190331	Origin Bank	12614	Choudrant	LA	71227	
668053		20190331	ASPIRE FINANCIAL	03934	FARGO	ND	58104	
668147		20190331	De Witt Bank & Trust Co.	14705	De Witt	IA	52742	
669555		20190331	Midwest Bank National Association	13255	Pierce	NE	68767	
670430		20190331	First National Bank And Trust	2779	Atmore	AL	36502	
670467		20190331	PLUMAS BANK	23275	QUINCY	CA	95971	
670560	529900U7AT9B9UMLXG16	20190331	Deutsche Bank National Trust Company	26732	Los Angeles	CA	90067-4712	
670654		20190331	First Security Bank Of Deer Lodge	20657	Deer Lodge	MT	59722	
670748		20190331	Princeville State Bank	16900	Princeville	IL	61559	
670775		20190331	Gibraltar Bank	30126	Oak Ridge	NJ	07438	
670878	549300O2Wl1UYPLRU579	20190331	Salem Co-operative Bank	27824	Salem	NH	03079	
671053		20190331	Stock Exchange Bank	15784	Caldwell	KS	67022	
671147	549300EP58VNEJR7BV48	20190331	Primebank	8101	Le Mars	IA	510311408	
671334	5493002Q5MB21VG7B390	20190331	Republic Bank Of Chicago	19333	Oak Brook	IL	60523	
671464	549300F570XAWYN8Z237	20190331	Bank of Hope	26610	Los Angeles	CA	90010	
671558	549300MU6FQRPD7FPQ11	20190331	Wood & Huston Bank	1060	Marshall	MO	65340	
672041		20190331	FARMERS AND TRADERS SAVINGS BANK	10896	DOUDS	IA	52551	
672238		20190331	The Atlanta National Bank	03601	Atlanta	IL	61723	
672247		20190331	Farmers & Merchants Bank & Trust	10382	Marinette	WI	541430347	
672537		20190331	The Exchange Bank of Alabama	54	Altoona	AL	35952	
672573		20190331	Profile Bank	28155	Rochester	NH	03867	
673244		20190331	Farmers and Merchants Savings Bank	10492	Iowa City	IA	52246	
673440	254900561K135J92VD38	20190331	First Security Bank	5633	Searcy	AR	72143	
673477		20190331	Citizens Federal Savings And Loan Association Of Covington	27841	Covington	KY	41011	
673851	254900JTDI619PKQ5A82	20190331	Bank of Prairie Village	17671	Prairie Village	KS	66208	
673909		20190331	Hingham Institution for Savings	90211	Hingham	MA	02043	
674344		20190331	The Pineries Bank	9526	Stevens Point	WI	54481	
674849		20190331	LUANA SAVINGS BANK	253	LUANA	IA	521560068	
675042		20190331	Community Bank	14649	Dunlap	IA	51529	
675051		20190331	191	24272	Houston	TX	77070	
675079		20190331	Fayette Savings Bank, ssb	31936	La Grange	TX	78945	
675248		20190331	Greenleaf Wayside Bank	12661	Greenleaf	WI	541269774	
675332	IYDOJBGJWY9T8XKCSX06	20190331	SUNTRUST BANK	867	ATLANTA	GA	30302	
675341		20190331	American Trust & Savings Bank	10120	Lowden	IA	52255	
675659		20190331	STATE BANK & TRUST OF KENMARE	2057	KENMARE	ND	587460727	
675855		20190331	Progressive National Bank	24443	Mansfield	LA	71052	
676049		20190331	Smackover State Bank	5623	Smackover	AR	717620107	
676151		20190331	UNISON BANK	19396	JAMESTOWN	ND	58401	
676478	549300VDK2EPK7QQKY80	20190331	Malvern Bank, National Association	27861	Paoli	PA	19301	
677176	549300GCEP3NM7A1X491	20190331	Trustco Bank	31945	Glenville	NY	12302	
677354		20190331	First National Bank in Cimarron	4638	Cimarron	KS	678350129	
677448		20190331	First State Bank	05821	Lynnville	IA	50153	
677644	54930009DUZUXUZIDL84	20190331	The Farmers & Merchants Bank	16216	Stuttgart	AR	72160	
677756		20190331	FARMERS AND MERCHANTS STATE BANK	21728	LANGDON	ND	58249	
677970		20190331	Union Savings and Loan Association	29933	Connersville	IN	47331	
678052		20190331	Bank Of San Jacinto County, Coldspring, Texas, The	18942	Coldspring	TX	77331	
678070	549300TDGP6QM9ZOW721	20190331	Sewickley Savings Bank	30154	Sewickley	PA	15143	
678258		20190331	State Bank Of Lakota	16477	Lakota	ND	58344	
678454	549300CEGE3J950SQK51	20190331	Marion State Bank	9320	Marion	LA	71260	
678557		20190331	Citizens State Bank & Trust Company	5830	Hiawatha	KS	66434	
678717	2549006QZTQTY9OK5S30	20190331	VIST Bank	7748	Wyomissing	PA	19610	
678744		20190331	Central State Bank	01550	Elkader	IA	52043	
679246		20190331	Peoples Savings Bank	5818	Elma	IA	50628	
679451		20190331	Elk State Bank	15259	Clyde	KS	66938	
679648		20190331	Rochester State Bank	1787	Rochester	IL	62563	
680055		20190331	United Community Bank Of North Dakota	10249	Leeds	ND	58346	
680130		20190331	Citizens Trust Bank	8033	Atlanta	GA	30303	
680354	5493001BNJ1T5ZW02635	20190331	Morrill & Janes Bank and Trust Company	1143	Merriam	KS	66204	
680457		20190331	The Yellowstone Bank	1978	Laurel	MT	59044	
680747		20190331	Farmers State Bank-Hillsboro	15126	Hillsboro	WI	54634	
680813	549300YNUT7D0FWKU636	20190331	Farmers National Bank	6540	Canfield	OH	44406	
681043		20190331	First Security State Bank	18508	Evansdale	IA	50707	
681249		20190331	Highland State Bank	6198	Highland	WI	53543	
682143	549300W07W12OUENKR02	20190331	Hillsdale County National Bank	14073	Hillsdale	MI	49242	
682479		20190331	Best Hometown Bank	27909	Collinsville	IL	62234	
682563	G5AHTAP80NWA3Q8RDC78	20190331	Frost Bank 041	5510	San Antonio	Tx	78296	
682648	549300Y4I3OP11OGQV16	20190331	Fairfax State Savings Bank	8083	Fairfax	IA	52228	
683449		20190331	Maquoketa State Bank	17903	Maquoketa	IA	52060	
683814		20190331	Kentucky Farmers Bank	267	Catlettsburg	KY	411295400	
684455	549300LDX1HCIL448282	20190331	Bank Of Montgomery	1373	Montgomery	LA	71454	
685023		20190331	Citizens National Bank	6638	McConnelsville	OH	43756	
685649		20190331	Northwest Bank of Rockford	20666	Rockford	IL	61103	
685676		20190331	Opportunity Bank Of Montana	30182	Helena	MT	59601	
685779	549300ZVEC9BMHFLTM94	20190331	Riverwood Bank	27932	Baxter	MN	56425	
686459		20190331	Exchange Bank Of Missouri	1616	Fayette	MO	65248	
686570		20190331	Ladysmith Federal Savings & Loan Association	28983	Ladysmith	WI	54848	
686655	549300Z0G9HZ4ZQM2O94	20190331	Central Bank and Trust Co.	11772	Hutchinson	Ks	675041366	
686758		20190331	The First State Bank of Shelby	11013	Shelby	MT	59474	
687009	549300ZJ3ZL66QGSGO48	20190331	Lakeland Bank	19953	Oak Ridge	NJ	07438	
687054		20190331	Bank of Oak Ridge	21529	Oak Ridge	LA	71264	
687830		20190331	THE FREDERICK COMMUNITY BANK	10446	PAXTON	IL	60957	
687951	5493005A0757T9GRRI44	20190331	First Western Bank & Trust	19123	Minot	ND	58702	
688079	5493007K4IDDY8NNT424	20190331	Wells Fargo Trust Company	13718	Ogden	UT	84401	
688257	254900EWUWDU43PY5R60	20190331	First Texas Bank	22551	Killeen	Tx	76547	
688453		20190331	Citizens State Bank at Mohall	8632	Mohall	ND	58761	
688556		20190331	Bank of New Madrid	14701	New Madrid	MO	63869	
689209		20190331	Country Bank for Savings	23992	Ware	MA	01082	
689357	5493001folpdj44azd23	20190331	Northeast Bank	16659	Minneapolis	MN	55413	
689759		20190331	Union Bank & Trust Company	22242	Minneapolis	MN	55414	
691042		20190331	Merchants & Planters Bank, The	107	Clarendon	AR	72029	
691556		20190331	FIRST MINNETONKA CITY BANK	19188	Minnetonka	MN	55345	
691743		20190331	ANNA STATE BANK	11682	ANNA	IL	62906	
691958		20190331	Midwest Regional Bank	8889	Festus	MO	63028	
692450		20190331	St. Clair County State Bank	11002	Osceola	MO	647760539	
692704		20190331	Wellington Trust Company, NA	23741	Boston	MA	2210	
692946		20190331	TOWN & COUNTRY BANK and TRUST COMPANY	15703	BARDSTOWN	KY	40004	
693073		20190331	First Federal Savings And Loan Association Of Centerburg	29005	Centerburg	OH	43011	
693224	549300ZTT08EKQRVTR15	20190331	Atlantic Union Bank	34589	Richmond	VA	23219	
693345	549300E0S1LZYZ9QNX81	20190331	First Financial Bank, National Association	4382	Terre Haute	IN	47807	
693952	549300P4RGN7F1H2N265	20190331	Security First Bank Of North Dakota	11519	New Salem	ND	58563	
694146		20190331	Maxwell State Bank	15930	Maxwell	IA	50161	
694771		20190331	Farmers State Bank	6156	Winthrop	WA	98862	
694847		20190331	Century Bank and Trust	5015	Coldwater	MI	49036	
694904	QODK9N71Q3XVQS2JKH91	20190331	NEW YORK COMMUNITY BANK	16022	WESTBURY	NY	11590	
695134		20190331	First City Bank Of Florida	16748	Fort Walton Beach	FL	32549	
695349		20190331	TRI-COUNTY BANK	977	BROWN CITY	MI	484160100	
695947		20190331	Bank of Bluffs	10883	Bluffs	IL	62621	
696047		20190331	Bedford Loan & Deposit Bank	11355	Bedford	KY	40006	
696168		20190331	Balboa Thrift & Loan Association	26704	Chula Vista	CA	91910	
696430	549300AUFLERO59VGC71	20190331	HOME STATE BANK, N.A.	12815	CRYSTAL LAKE	IL	60014	
696551		20190331	The First And Farmers Bank	16082	Portland	ND	58274	
696645		20190331	The Home National Bank of Thorntown	14225	Thorntown	IN	460710067	
697035		20190331	COVINGTON COUNTY BANK	21998	COLLINS	MS	39428	
697147	549300G2EZKPVQQ0D852	20190331	TERRE HAUTE SAVINGS BANK	17736	TERRE HAUTE	IN	478089629	
697156		20190331	HOMEBANK	14492	Palmyra	MO	63461	
697231	5493009KRCLCA83JWE81	20190331	FNBT BANK	17580	FORT WALTON BEACH	FL	325491327	
697633	C90VT034M03BN29IRA40	20190331	BBVA USA & Subsidiaries	19048	BIRMINGHAM	AL	35233	
697763		20190331	Westamerica Bank	3430	San Rafael	CA	94901	
697950		20190331	City National Bank	24367	Corsicana	TX	75110	
697978		20190331	Community Bank of the Chesapeake	30903	Waldorf	MD	20601	
698144		20190331	Community Financial Services Bank	287	Benton	KY	42025	
698546		20190331	First State Bank of Campbell Hill	10799	Campbell HIll	IL	62916	
698649	549300EJVZTLWGR61E96	20190331	Thumb Bank & Trust	14513	Pigeon	MI	48755	
699105		20190331	Bridgewater Savings Bank	90169	Raynham	MA	02767	
699253		20190331	The Citizens Bank Of Edina	12457	Edina	MO	63537	
699534	549300MMHYQYKZ8BBN39	20190331	Southwest Georgia Bank	2147	Moultrie	GA	31776	
700140		20190331	MONTEZUMA STATE BANK	1860	MONTEZUMA	IA	501710128	
700252		20190331	CITIZENS NATIONAL BANK	24085	CROCKETT	TX	758357420	
700430		20190331	The Commercial Bank	9356	Dekalb	MS	39328	
700458		20190331	Merchants Bank	8943	Rugby	ND	58368	
701062		20190331	Central Pacific Bank	17308	Honolulu	HI	96813	
701222		20190331	Merchants National Bank	6605	Hillsboro	OH	45133	
701259	549300UVZVO175SZ2808	20190331	Platte Valley Bank Of Missouri	14869	Platte City	MO	64079	
701839		20190331	Citizens Bank and Trust	5673	Frostproof	FL	33843	
701857		20190331	CROWELL STATE BANK	10352	CROWELL	TX	79227	
701950	549300SCKEZEGZBQ8G12	20190331	KCB Bank	9793	Kearney	MO	64060	
702117	5493009BOQDC6PCFR785	20190331	NBT Bank, N.A.	7230	Norwich	NY	13815	
702359	549300MY5ML47R0EMV87	20190331	Texas Heritage Bank	11903	Boerne	TX	78006	
702612		20190331	FIRST SOUTHERN NATIONAL BANK	2700	LANCASTER	KY	40444	
702836		20190331	First Farmers And Commercial Bank	4960	Pikeville	TN	37367	
702911		20190331	The Peoples Bank Co	13220	Coldwater	OH	45828	
702966		20190331	FARMERS STATE BANK	14404	NEWCASTLE	TX	76372	
703039		20190331	The Jefferson Bank	11445	Greenville	MS	38704	
703552	549300I23OUVH341T124	20190331	Horizon Bank, SSB	3256	Austin	TX	78701	
703767	549300U4NMMQ8OEM3D10	20190331	Central Valley Community Bank	23030	Fresno	CA	93720	
704559	549300GTU4DSS0S14C42	20190331	Central Bank of the Midwest	26247	Lee's Summit	MO	64086	
704755		20190331	Providence Bank	1643	Columbia	MO	65203	
705378		20190331	Del Norte Bank	29066	Del Norte	CO	81132	
705444		20190331	Arkansas County Bank	3858	De Witt	AR	72042	
705556	549300G6F5FVAHSGKU13	20190331	Neighborhood National Bank	18885	Mora	MN	55051	
706030	254900IVR37DW5QD1I94	20190331	South Coast Bank & Trust	16283	Brunswick	Ga	31520	
706058	549300MX8VQ8VRHIUY36	20190331	First National Bank of Moose Lake	05214	Moose Lake	MN	55767	
706236		20190331	Bank of Mingo	22273	Williamson	WV	25661	
706254		20190331	The Community State Bank	20279	Poteau	OK	74953	
706450		20190331	Lake Country Community Bank	17122	Morristown	MN	55052	
706656	25490051QQ72KQWNN915	20190331	Community Bank of Marshall	22636	Marshall	MO	65340	
707354		20190331	First State Community Bank	17323	Farmington	MO	63640	
708379		20190331	SECURITY SAVINGS BANK	28925	MONMOUTH	IL	61462	
708753		20190331	BANK OF MINDEN	19954	MINDENMINES	MO	64769	
709143		20190331	Midwest Bank	3711	Monmouth	IL	61462	
709451	549300OLRFUNCEDVGB16	20190331	Commercial Trust Company Of Fayette	9791	Fayette	MO	65248	
709554		20190331	Western Bank	16720	Artesia	NM	88210	
709602	549300SIZ5KBISEZE503	20190331	UNIBANK FOR SAVINGS	90290	WHITINSVILLE	MA	01588	
709639		20190331	Macon Bank & Trust Company	6091	Lafayette	TN	37083	
709956		20190331	OKLAHOMA HERITAGE BANK	22855	ROFF	OK	74865	
710176		20190331	First Missouri Bank	28930	Brookfield	MO	646280190	
710859		20190331	The Citizens Bank of Clovis	11491	Clovis	NM	88102	
711472		20190331	Bank of Guam	20884	Hagatna	GU	96910	
711520		20190331	Miners Exchange Bank	23989	Coeburn	VA	24230	
711548		20190331	Chelsea State Bank	14009	Chelsea	MI	48118	
711753		20190331	SCRIBNER BANK	14026	SCRIBNER	NE	68057	
711801	5493006Q43B8FBFUVL12	20190331	The Savings Bank	90291	Wakefield	MA	01880	
